# relpath	width	height	bytes	sha256
platformer-art-deluxe/Buildings expansion/Tiles/houseGrayBottomLeft.png	70	70	1118	59ac1a6d0285032aaa6079147984305a00009e9918420ac0e8f9428ace5f5602
platformer-art-deluxe/Buildings expansion/Tiles/houseGrayBottomMid.png	70	70	1024	5587b4a51d7573feb1fc56013a458cb338f195bc74266470588c69531f1c430f
platformer-art-deluxe/Buildings expansion/Tiles/houseGrayBottomRight.png	70	70	1122	62e54c1493981669f51220d42a7f9f2ef53dc9a35fb855441f7a85946e55f9cb
platformer-art-deluxe/Buildings expansion/Tiles/houseGrayMidLeft.png	70	70	1111	7b22a65c0bc22e729e2938acdd2115084129f9fbad4ee1bdea1e5289b0aea239
platformer-art-deluxe/Buildings expansion/Tiles/houseGrayMidRight.png	70	70	1110	28f1194ee8d8f938fb782c38461aa976201aadc544f3bafe33a8a71c29b501f1
platformer-art-deluxe/Buildings expansion/Tiles/houseGrayTopLeft.png	70	70	1125	9341087eb6b845fb4560230d1f739112d93a4100b7773ac23a3a1b2296604210
platformer-art-deluxe/Buildings expansion/Tiles/houseGrayTopMid.png	70	70	1008	02313a371e463c33c951ac369857fc3408d73fad46c85b36b775f619176f5cbf
platformer-art-deluxe/Buildings expansion/Tiles/houseGrayTopRight.png	70	70	1126	4b326bab5ab2f71ae58a69f4a9ccde9b39da88ab9cfd870606f7e33a3efc6983
platformer-art-deluxe/Buildings expansion/Tiles/rockMoss.png	70	70	2479	5e5b78047ba7e3b29109964d7987766e21fc919ab98b5f119dc2f06268eb9155
platformer-art-deluxe/Buildings expansion/Tiles/rockMossAlt.png	70	70	2300	cadcee87cb7905da576b947126e87b6a4470d2d80d8709a74a6e9bf99c187624
platformer-art-deluxe/Buildings expansion/Tiles/roofGreyLeft.png	70	70	1172	4a3d72e3a5cef9741f5225de3a9dabc074c33d4916db83b77a64674d1fd008aa
platformer-art-deluxe/Buildings expansion/Tiles/roofGreyMid.png	70	70	1636	4f2ac5be44713f3ff3a9c1f3de9a271511c82a9c9abe68566d5eff5b8e64f50b
platformer-art-deluxe/Buildings expansion/Tiles/roofGreyRight.png	70	70	1158	156b5f3f8660e63cd181b53f7e7cb0fc356c40803f678a3b6f71fff0d9bb06f3
platformer-art-deluxe/Buildings expansion/Tiles/roofGreyTopLeft.png	70	70	1180	9bae957953ba5f542366d3eb67430525ce551e3a382f4c83d7b54cf87143a9cb
platformer-art-deluxe/Buildings expansion/Tiles/roofGreyTopMid.png	70	70	1644	af75eabcea568aa48523fe2b683d88e7ac8971af9376e313aa45e09afb4ef70d
platformer-art-deluxe/Buildings expansion/Tiles/roofGreyTopRight.png	70	70	1172	a649ae6a7c8de86b9af45a15a0d1ab0ef69e8c1321c3dfe3da9f923c6a303c4c
platformer-art-deluxe/Buildings expansion/Tiles/roofRedLeft.png	70	70	1180	c919272736f672434ddf173e90b9fa94e3f2ed3f297830145aa00c048dd48810
platformer-art-deluxe/Buildings expansion/Tiles/roofRedMid.png	70	70	1713	6486c162ce35a3e6657ec06123953eb91656e1dda5d6f7aaebf2ce423004425c
platformer-art-deluxe/Buildings expansion/Tiles/roofRedRight.png	70	70	1175	1573a2de030f768fe5682e57c216d1e8b225b1649a346719cee15ea9ee20b2ac
platformer-art-deluxe/Buildings expansion/Tiles/roofRedTopLeft.png	70	70	1192	6baaffc602ab2c5553cc4ae610e52e49ef74e79cabd12eca86a4b9af00cea4e3
platformer-art-deluxe/Buildings expansion/Tiles/roofRedTopMid.png	70	70	1723	dbf677f8eca0b3d1977e55381d253cdb98c14b839a0fe20694c7f1f71b2510c0
platformer-art-deluxe/Buildings expansion/Tiles/roofRedTopRight.png	70	70	1190	5ef608c03a2432a827f5965264974e4e7b839421df1faf0c7bd1b1a43a71835f
platformer-art-deluxe/Buildings expansion/Tiles/roofYellowLeft.png	70	70	1199	6ce844d9408b7837c667596b0a7deeacefe4c0dc6ad4fcddf2c62e5b4d58cf74
platformer-art-deluxe/Buildings expansion/Tiles/roofYellowMid.png	70	70	1785	f99c83763f04a5ff7253c32839b74df501eb3754fc953dc32afc1db0ce40be98
platformer-art-deluxe/Buildings expansion/Tiles/roofYellowRight.png	70	70	1174	5863ac48ed4d86864deec5cb1da70dfd3d69706c703239090ca3aae9ab06608a
platformer-art-deluxe/Buildings expansion/Tiles/roofYellowTopLeft.png	70	70	1212	b628072bfb99d63c177219e7a4e08433f2065ad188d675e15204e4d682b50832
platformer-art-deluxe/Buildings expansion/Tiles/roofYellowTopMid.png	70	70	1793	7f72c292359ad26a17bde4875cc8e29223b35295b910994bf9868f06a927c192
platformer-art-deluxe/Buildings expansion/Tiles/roofYellowTopRight.png	70	70	1187	ee0aedb770e5807ee210c82c1471dbeb71f26c953d31ec90224eae2c53d916c6
platformer-art-deluxe/Buildings expansion/Tiles/signBed.png	70	70	1449	f8ae808bf7291a9c8e8d8136b48bc52cd10761aba6262a8300acb48cdda84504
platformer-art-deluxe/Buildings expansion/Tiles/signCoin.png	70	70	1820	e369e58633c1162e56929760d3b63f0a5a991f2288d5caf6151a98e9cab8cde7
platformer-art-deluxe/Buildings expansion/Tiles/signCup.png	70	70	1421	06b1c931f4492f828c6edf12af01d37d0f84412458c89d95a8ac7e6336a906aa
platformer-art-deluxe/Buildings expansion/Tiles/signHangingBed.png	70	70	1463	db8e0233e92c44e2243d4decf48987b97977f8394542729eeb8865ab07f47dda
platformer-art-deluxe/Buildings expansion/Tiles/signHangingCoin.png	70	70	1842	f71a4665d099ade667d9cdad293617f3f3c257659242d8a29e0bdf33cbec0604
platformer-art-deluxe/Buildings expansion/Tiles/signHangingCup.png	70	70	1437	334e8dd141893b9423880323c5b017d06cb5a152254025c5622695f67eda3d3c
platformer-art-deluxe/Buildings expansion/Tiles/window.png	70	70	2141	db2f1d5ec8b4ad9daee312d8ccd076c4cbf93fcce98f005c0b73357e3f498a1f
platformer-art-deluxe/Buildings expansion/Tiles/windowCheckered.png	70	70	2204	f69f32b9da1e74b176f7cdb59cfe2f10a96a270e9473adacd9e17a7f6ec71417
platformer-art-deluxe/Buildings expansion/Tiles/windowHighBottom.png	70	70	1078	b36c37f503d7ccfa77c98c470cb33b324c16af912de64d76f9a92e2120417a98
platformer-art-deluxe/Buildings expansion/Tiles/windowHighCheckeredBottom.png	70	70	1133	8b3b5abcb81785e546a3deaf1a4065e7912cc502471773bda44c1c067520a40d
platformer-art-deluxe/Buildings expansion/Tiles/windowHighCheckeredMid.png	70	70	1111	1dc9662c42e2c9e1a8d2dd67052a4f1fbf53b1633394e08041dbb4e3fef2591b
platformer-art-deluxe/Buildings expansion/Tiles/windowHighCheckeredTop.png	70	70	2152	00297354925e938f9b2987e67fd94602f9ea551b77ec96e76d41abbfd048b92a
platformer-art-deluxe/Buildings expansion/Tiles/windowHighLeadlightBottom.png	70	70	1890	5df182522ed523310aea781942fb8cbcb5985fb2db1d721611e119b95d6fea1d
platformer-art-deluxe/Buildings expansion/Tiles/windowHighLeadlightMid.png	70	70	1940	3366f8bc4830af700a8c1742eb739ed9b9a39d231ba35bdaf42b03f0842e84fa
platformer-art-deluxe/Buildings expansion/Tiles/windowHighLeadlightTop.png	70	70	2478	9ee04371506f514594c1eb9d788423bebd93ad7173f0459dc16b0d28fc56f923
platformer-art-deluxe/Buildings expansion/Tiles/windowHighMid.png	70	70	1059	57cab2131b1c7a70cec961901eb17a8a5dc543bb0037ee9dd8571a1b471cbb04
platformer-art-deluxe/Buildings expansion/Tiles/windowHighOpenBottom.png	70	70	1083	83fa6053d88f4940d8bee3eb3ece7803d6b8429cecb7c9823edc653de0dc97c0
platformer-art-deluxe/Buildings expansion/Tiles/windowHighOpenMid.png	70	70	1053	fb85ef20de338ad0b353543253de79432ecfd79b4b61d1cb0e20713d7cf87257
platformer-art-deluxe/Buildings expansion/Tiles/windowHighOpenTop.png	70	70	2150	6625aa69f9e6ec3005af2c4822a19596b897135721b87230bed939a13c65bb28
platformer-art-deluxe/Buildings expansion/Tiles/windowHighTop.png	70	70	2140	4f242809b9e5dd9f23f2bf0da749e6efd82b6a22da625de56c4727a03ee3d690
platformer-art-deluxe/Buildings expansion/Tiles/windowLeadlight.png	70	70	2637	df8f54ff3a909c288b2c555a38f6d4dd500a19b238f4af257a2c406ef9044e36
platformer-art-deluxe/Buildings expansion/Tiles/windowLow.png	70	70	2540	ef5744dafeb0200d2c57e2020f6bc7fb2649855bf040c3c3b4c3b2e685a75c4e
platformer-art-deluxe/Buildings expansion/Tiles/windowLowCheckered.png	70	70	2560	8c05ada56586c5514bc951c2fbb86e59103535577669984ce5040def63b9269b
platformer-art-deluxe/Buildings expansion/Tiles/windowLowLeadlight.png	70	70	2783	2a3be6feafbf4013d2d7766fb3218e5f570fe7dab619fda323ff94b62e3b7406
platformer-art-deluxe/Buildings expansion/Tiles/windowLowOpen.png	70	70	2397	a8bdf8163c8d3f369e11b135745853e9269701b80c607cd3919f415e05a194c1
platformer-art-deluxe/Buildings expansion/Tiles/windowOpen.png	70	70	2002	cde59dbdb851661a3a4daaaaff098ad9116c69efa6d76cf5f6c02dc8222d42a2
platformer-art-deluxe/Buildings expansion/sheet.png	980	490	45695	b038c448844e6ad5cda6548a2601b876a65ef0ae539f899bcc3e5106749fcfd1
platformer-art-deluxe/Candy expansion/Tiles/cake.png	70	70	2356	46a42fb53515eee7185c26559c8f96ea6f0dcaa20be3c879d4494c9d218ff299
platformer-art-deluxe/Candy expansion/Tiles/cakeCenter.png	70	70	1731	d38f85e0a7e3ed02285250f51347db5fa90846c19c4077f349e215a216f3f589
platformer-art-deluxe/Candy expansion/Tiles/cakeCenter_rounded.png	70	70	2214	681f30140fde63b11bf78e1559318ebd032aca04eecaba7dddf4d820c44386bd
platformer-art-deluxe/Candy expansion/Tiles/cakeCliffLeft.png	70	70	2504	2a721b7f0584769e6ce008ec4a97a94945dbb78c4688433486dd5a46a380d2b4
platformer-art-deluxe/Candy expansion/Tiles/cakeCliffLeftAlt.png	70	70	2433	cc0102b418dd327ea659ed5aa219557fc555a4e5b151cb741c6e579ba3193870
platformer-art-deluxe/Candy expansion/Tiles/cakeCliffRight.png	70	70	2486	beda30fb13998237f4059bd8765600e51ba1a561229ea97ae58b78002e6b8be6
platformer-art-deluxe/Candy expansion/Tiles/cakeCliffRightAlt.png	70	70	2383	b1bdfcd6823e536640eb61743f50a0d2ad7a0ec884e5e41bbe337651f745cff9
platformer-art-deluxe/Candy expansion/Tiles/cakeHalf.png	70	70	1974	a81e411dec0e0a402171fdb29c958986d94bf520dc59df6149b93132414af79f
platformer-art-deluxe/Candy expansion/Tiles/cakeHalfAlt.png	70	70	2456	aa7a66bfe8f25bc9fe36f3f524cd0f2d37d8e8ab443f85b2b7ebae079fbd1b1e
platformer-art-deluxe/Candy expansion/Tiles/cakeHalfAltLeft.png	70	70	2336	2a09dde5b57b6e54897f3308589d6ae2dec3dfc0b9e2827f7cb6c1c402082c71
platformer-art-deluxe/Candy expansion/Tiles/cakeHalfAltMid.png	70	70	2184	3e46215d74f802a9f279793ad3b3b8a125761d0a3983846a01693e617171a19e
platformer-art-deluxe/Candy expansion/Tiles/cakeHalfAltRight.png	70	70	2288	5dba7d8ef5ba50a358b55166d7eb8185c8ee3f1f780ddd717b2c4e5ec842c1a1
platformer-art-deluxe/Candy expansion/Tiles/cakeHalfLeft.png	70	70	1880	d4097cddcb0be2e088edd95ed326f174773bce3ce6411520eca024ece8084da9
platformer-art-deluxe/Candy expansion/Tiles/cakeHalfMid.png	70	70	1708	f2d97fcee63d892a823ce87b9c9579a00a963744ceb75d5e023008b00be14235
platformer-art-deluxe/Candy expansion/Tiles/cakeHalfRight.png	70	70	1871	28bb2d9cad0add42029973c13603397e69881626576e0145c11b9e52a5baba93
platformer-art-deluxe/Candy expansion/Tiles/cakeHillLeft.png	70	70	1604	16c1ecaa7034e6bac1be1d1bef773a03cbb2f329f1ad9a6f68debc8ded341978
platformer-art-deluxe/Candy expansion/Tiles/cakeHillLeft2.png	70	70	1768	c9715a4506720bae205462f7b2f501270380ee1d44c90a60b5c75227852f1f9c
platformer-art-deluxe/Candy expansion/Tiles/cakeHillRight.png	70	70	1601	3ac0c604a23472aa034cc2f6b2d73c9e96d572297c66304e119063dd3389b1b3
platformer-art-deluxe/Candy expansion/Tiles/cakeHillRight2.png	70	70	1846	4db8033d71c4acaf0ed078cd8649575c4169fcbc26e83a7caa1100d538624280
platformer-art-deluxe/Candy expansion/Tiles/cakeLedgeLeft.png	70	70	1131	beb40a42d13a7969d20433b0acb7be5b1fdc810752592711feddc49314577af7
platformer-art-deluxe/Candy expansion/Tiles/cakeLedgeRight.png	70	70	1144	df6d463cc2b5fdf1fe810400b713ae405e06ac12b88b8b60ddd6030c1aa13980
platformer-art-deluxe/Candy expansion/Tiles/cakeLeft.png	70	70	2252	6eba4db75e5d84770f6c4346b257d1b667434504c5c46d990a5f28a0c376ecfe
platformer-art-deluxe/Candy expansion/Tiles/cakeMid.png	70	70	1990	1ab90aa80d1d9d1204e52a70c57ab0b2a098693313f58903308d933ee9aba553
platformer-art-deluxe/Candy expansion/Tiles/cakeRight.png	70	70	2247	4cae0dbd53b68042f96bd36853f36ea24fa9b31ba716451118155bf8ee89a8a3
platformer-art-deluxe/Candy expansion/Tiles/candyBlue.png	70	70	1860	57a118e1c271c3912519f81b250f3d99dff099be21735c8719122bbec41e3682
platformer-art-deluxe/Candy expansion/Tiles/candyGreen.png	70	70	1889	4ca20af2030a9ff3195ddf277daba0189d860619baf5be24bddcf030801e67c4
platformer-art-deluxe/Candy expansion/Tiles/candyRed.png	70	70	1849	ffa8e4356964e664094cdc7dd9574c72bad6db7d79fd9ee5642769e8baf63c3e
platformer-art-deluxe/Candy expansion/Tiles/candyYellow.png	70	70	15838	1b519aadb5f2475e309ea06ee297cf8fd477d3711f5c108f406116f7384952e1
platformer-art-deluxe/Candy expansion/Tiles/canePink.png	70	70	1311	f06cf92f993819e6dec6dee0ee5b304f0a044a46d80ee42922f9cbe3fff33690
platformer-art-deluxe/Candy expansion/Tiles/canePinkSmall.png	70	70	2568	a74b381e81c2d97fb96d80395ee71b08b15049f4c9871122191afb3b1191c939
platformer-art-deluxe/Candy expansion/Tiles/canePinkTop.png	70	70	2239	73e724e396484545db6d3db7fddef29a0d4f316d0459170fcd4580ffb9ad0092
platformer-art-deluxe/Candy expansion/Tiles/canePinkTopAlt.png	70	70	2178	f72e30af01869442da44eba5a3cf965f0fb2f97e1a9e782bfea9f164a40accb0
platformer-art-deluxe/Candy expansion/Tiles/cherry.png	70	70	2795	3f741d90fd626edf9dec870bcaa695ba023f82c34843535e7f06afde56ee6eae
platformer-art-deluxe/Candy expansion/Tiles/choco.png	70	70	2534	6f28328c607553d26f02af9b218c287f23f642b828c7795515226a2dabe9df4f
platformer-art-deluxe/Candy expansion/Tiles/chocoCenter.png	70	70	1902	20d6349de0ac5e0a288539add75b62fb7380e748b3e8300bc7e24fcae3caa7c3
platformer-art-deluxe/Candy expansion/Tiles/chocoCenter_rounded.png	70	70	2398	a482c297222999d932b1dcdb151c1fd986ee61c6925da6f5f758ace478328577
platformer-art-deluxe/Candy expansion/Tiles/chocoCliffLeft.png	70	70	2568	926b13dfcccd75bd90fefc331f0857f87f5366339286b91e7c1418db7e30ac30
platformer-art-deluxe/Candy expansion/Tiles/chocoCliffLeftAlt.png	70	70	2274	f3b869a0b2d33c50f3ac485d7b521839593a460ae99ae262994d4822b6899453
platformer-art-deluxe/Candy expansion/Tiles/chocoCliffRight.png	70	70	2528	0fc9125439a38721cc070910ef75d686dcdbab1dae52d70850f67d8efffa1eb2
platformer-art-deluxe/Candy expansion/Tiles/chocoCliffRightAlt.png	70	70	2528	60ab1e86587549bf9828101f9bf203b940c6ed7ed89393bfa70b8d22aa639f93
platformer-art-deluxe/Candy expansion/Tiles/chocoHalf.png	70	70	2102	319667a3b8af7a22afaa66d813338cd6f1a7be46eb102f8c503cd62f1d1e0baa
platformer-art-deluxe/Candy expansion/Tiles/chocoHalfAlt.png	70	70	2574	7ade73dea7ae0c897375dbcb1b9a27a306577419b46134decd1d2fb2d08ecb4e
platformer-art-deluxe/Candy expansion/Tiles/chocoHalfAltLeft.png	70	70	2402	034b11d68657b48abe005a0df823861248dbe22481266d2004af4fe0cd3fb3ba
platformer-art-deluxe/Candy expansion/Tiles/chocoHalfAltMid.png	70	70	2200	c8a35b22e97395b34a729a21bb3381c2d4e2e600ca2225eed30367b439eeaa5c
platformer-art-deluxe/Candy expansion/Tiles/chocoHalfAltRight.png	70	70	2402	69d21a3e9ce34053bf948535de1aa2686923e047247b0a6b5f61cc7696b930c3
platformer-art-deluxe/Candy expansion/Tiles/chocoHalfLeft.png	70	70	1953	6ec16511be4f44f905425bb4593d67291664d989ccdd11d94da395f94ab6ddb2
platformer-art-deluxe/Candy expansion/Tiles/chocoHalfMid.png	70	70	1746	c90f076ee7bceb77d68dba987250d2534c44cbb5b945bb273fc0b4b6fec13a56
platformer-art-deluxe/Candy expansion/Tiles/chocoHalfRight.png	70	70	1938	c56e021f9b6bfbda0ce1b369d1b713c3efaea015ed9380f25a9b5b2fbfa36609
platformer-art-deluxe/Candy expansion/Tiles/chocoHillLeft.png	70	70	1510	20e50e8763e6d3d437236f56d2b6312f8d56a9c0e3131351e66ad127db5edf3f
platformer-art-deluxe/Candy expansion/Tiles/chocoHillLeft2.png	70	70	1905	eec8552e8d272a160c2ab8977db1760b938e0d3da067ea6efef7b4ffb2404ad3
platformer-art-deluxe/Candy expansion/Tiles/chocoHillRight.png	70	70	1429	c5a916739a49cec9c10d78657da4da709e41533b4a22dbfaab55532b90349815
platformer-art-deluxe/Candy expansion/Tiles/chocoHillRight2.png	70	70	1958	eea382c1d0092f1a52bb59776b406c1af6b244b5895b6e7fefa8dfc38d5011d6
platformer-art-deluxe/Candy expansion/Tiles/chocoLedgeLeft.png	70	70	1152	7e05cf5c9d72753802d8e9b0f4c89f0fb20801c7a78a71e1c532a0678cdc7b7e
platformer-art-deluxe/Candy expansion/Tiles/chocoLedgeRight.png	70	70	1158	150777ae61c598aa3461ec958878067a75f04fab093cfab33d8c077a4a2e5370
platformer-art-deluxe/Candy expansion/Tiles/chocoLeft.png	70	70	2370	05e694882c13dfd26cb7ecdbc857972c90fccc321ecf36d231685b0808d4df58
platformer-art-deluxe/Candy expansion/Tiles/chocoMid.png	70	70	2115	e93081e1f7e06ec68a94cc438751dfca07ab02d2f811947be45ac30b8f575832
platformer-art-deluxe/Candy expansion/Tiles/chocoRight.png	70	70	2373	4be3fa6db5e07ea1e20047e627dcb8f4978a41e78edded2fd303b97f05dfa742
platformer-art-deluxe/Candy expansion/Tiles/cookieBrown.png	70	70	1552	c0ef3fb70915e82b82acd2014698fd610f6065f319ad8889eac0688a4d89ac14
platformer-art-deluxe/Candy expansion/Tiles/cookieChoco.png	70	70	1586	2dbb13e80bfef52c825d060bea3898947de95f8cff9731aa608502d0d720d2ee
platformer-art-deluxe/Candy expansion/Tiles/cookiePink.png	70	70	1489	368899a0b0ae0f6d6dc60f91f800a5ec19b2efed4fd4749a76ddef1d57840fc7
platformer-art-deluxe/Candy expansion/Tiles/creamChoco.png	70	70	2120	0911dbd43e981bc494c2600741be2e5000e4a16450b3eaa08affb63a5de361f2
platformer-art-deluxe/Candy expansion/Tiles/creamMocca.png	70	70	2064	149f38703ba74fe4e0d8db234c9b550a5ca75207f5c5e96b366902a9a6be82ea
platformer-art-deluxe/Candy expansion/Tiles/creamPink.png	70	70	1934	e5b22584f490d11bfb4d0b8db25902297b1f1eccf3585421626a0497d4da24ce
platformer-art-deluxe/Candy expansion/Tiles/creamVanilla.png	70	70	1882	1b7fec58e34b6d63e7fa7c13e869db21a45a82346136fad3abd07e2e7fcfc384
platformer-art-deluxe/Candy expansion/Tiles/cupCake.png	70	70	1763	76cde69589876d8669fbf82bbf0225c487b65cfd7f0adae4be0b6f167477b524
platformer-art-deluxe/Candy expansion/Tiles/gummyWormGreenEnd.png	70	70	1452	ce36af6c7e75d159093f04496d02de55566b479631c46463ef1489b94b772a1e
platformer-art-deluxe/Candy expansion/Tiles/gummyWormGreenHead.png	70	70	2816	7aee4dc10a39a3bdc872f27e2f8e9a7f92389a1665e4c9a4b7c79039cd858e46
platformer-art-deluxe/Candy expansion/Tiles/gummyWormGreenMid.png	70	70	2741	483663bdeb19159186b063573a41ef1e07b9d8cba79f11d172134958c8fd021c
platformer-art-deluxe/Candy expansion/Tiles/gummyWormRedEnd.png	70	70	15413	d5c417a7161bde3d1ca02d46ff82e8fc4f81d9ba6d9ac557695212ccdfe8aa39
platformer-art-deluxe/Candy expansion/Tiles/gummyWormRedHead.png	70	70	2671	2df1eb01aab468f1f62fe4039415891cbd744931379c27333475308de48ecf73
platformer-art-deluxe/Candy expansion/Tiles/gummyWormRedMid.png	70	70	2604	c7222a72423f9e142e736713fc94063a22e75ec371329feb1c2352610f6250b8
platformer-art-deluxe/Candy expansion/Tiles/heart.png	70	70	1814	17929ca5ea491f1cd1b4b09b4b9fdd6782a736fc3f89b15bdf5971a8847e4a28
platformer-art-deluxe/Candy expansion/Tiles/hillCaneChoco.png	70	70	1570	0bea72d418ce0f62807bed80679ca40ef492036a82c1c075a8c6cf31cb96a0cd
platformer-art-deluxe/Candy expansion/Tiles/hillCaneChocoTop.png	70	70	2121	f94e37bf3961d5967a379fe6c4c3061092b549675edae0ae355eace489bcae36
platformer-art-deluxe/Candy expansion/Tiles/hillCaneGreen.png	70	70	1593	c574d2dcb099f4aac55a6fd36205b1ebc5f7e7731770abac04392a8e21cf2b4c
platformer-art-deluxe/Candy expansion/Tiles/hillCaneGreenTop.png	70	70	2077	16f89cebe43d2236453311ce63d4bedb73e6a5c6b64a0a13044241cbfd7f8dc7
platformer-art-deluxe/Candy expansion/Tiles/hillCanePink.png	70	70	1457	efe8434adb42bc38d737488b65fdbfa762e12fc8f32eac957b6c75f4e88aca8f
platformer-art-deluxe/Candy expansion/Tiles/hillCanePinkTop.png	70	70	1896	3d2676a1dc142deb8df7b31fb4e0e34dba648306723ef01d13f1285ccdc71320
platformer-art-deluxe/Candy expansion/Tiles/hillCaneRed.png	70	70	1630	9fa3403579c1ce8c43ced7fe2fbf86362cb5b4d46725b200819d68582c36cfaf
platformer-art-deluxe/Candy expansion/Tiles/hillCaneRedTop.png	70	70	2100	1d52f62fcdd32818ff9928c91b43fcfc339cb6f893583ac6585d046719fbb49f
platformer-art-deluxe/Candy expansion/Tiles/lollipopBase.png	70	70	1044	9ee04f7437c72143485614d2a04b75857ac2c9a6f35e2db67a108684b241a48c
platformer-art-deluxe/Candy expansion/Tiles/lollipopBaseBeige.png	70	70	1049	3903753f4df184491fcc32779e2b8f1bcbffde27a3b4d7c3de36cbf27a8fb6af
platformer-art-deluxe/Candy expansion/Tiles/lollipopBaseBrown.png	70	70	1048	03cae833084564e6031218e428fbae7b5463bb651e6b625673901c2dd6e3f216
platformer-art-deluxe/Candy expansion/Tiles/lollipopBaseCake.png	70	70	1462	354fd96142b512a9838dd3612dee070ecb050970c30af55dbf41c764dd61990f
platformer-art-deluxe/Candy expansion/Tiles/lollipopBasePink.png	70	70	1399	2189bc346716b9e83e4f25d0bb47fa8731c304ab9c1c152d4af74b9784a2d1a3
platformer-art-deluxe/Candy expansion/Tiles/lollipopFruitGreen.png	70	70	2888	da5b220dca55d458cd6adde353daa66bf0d9f802d1cba67a6b66fedc8a7c8dc4
platformer-art-deluxe/Candy expansion/Tiles/lollipopFruitRed.png	70	70	3383	47504ce92d4288f32c5edea273db0a2a78fce58d69a3d2441a3292007f33897c
platformer-art-deluxe/Candy expansion/Tiles/lollipopFruitYellow.png	70	70	3428	985c7d863c69496bfc0997fee03dbfdbd09e7b26b21d9f687cd499336aff151b
platformer-art-deluxe/Candy expansion/Tiles/lollipopGreen.png	70	70	3586	f25f361df86baefd7477484763453ff7e6e1e5d311e9e47e7414c92f193104c9
platformer-art-deluxe/Candy expansion/Tiles/lollipopRed.png	70	70	3644	47aefc9aee036821829dc14ee8244fd6ba37d637725cc738827d4f7428ee8e7f
platformer-art-deluxe/Candy expansion/Tiles/lollipopWhiteGreen.png	70	70	3539	a7fd56533376e17fcfc01d8386ab3127f3facd77ef3e8f4afb8fa14853734c82
platformer-art-deluxe/Candy expansion/Tiles/lollipopWhiteRed.png	70	70	3558	709a23b6e9b47cb8f437232650635266122b936a94083587a30f17e41d91bc47
platformer-art-deluxe/Candy expansion/Tiles/waffleChoco.png	70	70	1992	6053b047305dbe6db685ff811f9780e5e921f4e4f9fda8275d6ea56f649ee61b
platformer-art-deluxe/Candy expansion/Tiles/wafflePink.png	70	70	1949	35a3666e939bea4ebdbf5209a0f355b750aeeac4dc2cdfda70a504fab4d4e9ba
platformer-art-deluxe/Candy expansion/Tiles/waffleWhite.png	70	70	1955	bdadd444f26452a20ec85af8c43bd111426c59c428a0b91597034da51cd9aa88
platformer-art-deluxe/Candy expansion/sheet.png	980	490	86264	43d4a98ba38b6161495d1a6a5d1e924db5f0e0266adc43890e5e04adb9db4fde
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienBeige.png	66	92	2163	8eb4055a32cd5832385a6812cbbfabd81abd67685b44e67d64bdbce72645627c
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienBeige_badge1.png	47	47	1189	3a52bd72525e457987341f3e4a9d8451bacea459355ef20b34ef254b321a276e
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienBeige_badge2.png	47	47	1400	e8e28ff48c7e892f3fc61f46bb30edc39dcc7f0f789d662dd2ba5bda014c8684
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienBeige_climb1.png	66	95	1997	14e10b9ed0355bc098c5e96de24b14eedb6cc929ab50fe5abd59b781e0e6ecdc
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienBeige_climb2.png	66	95	1978	9923aece0bfca660bbe5cba42c346d774c15199204fdee95d217daae36fe2b41
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienBeige_duck.png	67	72	2156	373421718bd5308396c232d040416d99ce3e9054d639f24fac6b85879c07db37
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienBeige_hurt.png	67	92	2150	d8a6e8657fe7dd8e103e7647533733c007827474fef13d0d641c5971b61300eb
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienBeige_jump.png	66	93	2251	7fd405168c2de1e13f88cf0a452c7281b5bc30f3d9f34fb015853a547712294d
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienBeige_stand.png	66	92	2201	3dcf739ca14fc9d4bf2613c88cb4fe69923a60361db621687784be210a736464
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienBeige_swim1.png	69	98	2234	c2d37078972abac11407175d6ab106f91fa84832fc5e4804d5b7c5a583719f10
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienBeige_swim2.png	70	100	2203	50c08b93acc54ea6539f3e846f9466b7c9680fb4cb32a6d98e0c05ca28bb4a9d
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienBeige_walk1.png	68	93	2207	fbe93b73bd910be52f681b376f96773a0dcbb188ed484c6c398f64d3ad7bc3d5
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienBeige_walk2.png	70	96	2189	2c54a5ca8c7dfe49a297c1f2f3d93b383667e890b6dc791f137559c417a05c5e
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienBlue.png	66	92	2203	302e49c4e3586b36bd00b8c8cf8ccea4afc8e98fb5aef39263fa26df8c486917
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienBlue_badge1.png	47	47	1182	960ec895e08a3beac1a6498370deb02aa5bbd42dd6d78d440ed18fb206bc9d0e
